src_ip,_time,c_timestamp,c_cggt,c_imsi,f_c_ossn_others,f_same_cggt_is_gmlc_oc,f_same_cggt_is_gmlc_ossn,f_same_cggt_is_hlr_oc,f_same_cggt_is_hlr_ossn,f_count_ok_cl_between2lu,f_count_ok_psi_between2lu,f_velocity_greater_than_1000,f_count_unloop_country_last_x_hours_ul,f_count_gap_ok_sai_and_all_lu,f_count_ok_dsd_between2lu,f_count_ok_fwsm_mo_between2lu,f_count_ok_fwsm_mt_between2lu,f_count_ok_fwsm_report_between2lu,f_count_ok_fwsm_submit_between2lu,f_count_ok_isd_between2lu,f_count_ok_prn_between2lu,f_count_ok_purge_ms_between2lu,f_count_ok_sai_between2lu,f_count_ok_si_between2lu,f_count_ok_sri_between2lu,f_count_ok_srism_between2lu,f_count_ok_ul_between2lu,f_count_ok_ulgprs_between2lu,f_count_ok_ussd_between2lu,f_frequent_ok_cl_between2lu,f_frequent_ok_psi_between2lu,f_frequent_ok_dsd_between2lu,f_frequent_ok_fwsm_mo_between2lu,f_frequent_ok_fwsm_mt_between2lu,f_frequent_ok_fwsm_report_between2lu,f_frequent_ok_fwsm_submit_between2lu,f_frequent_ok_isd_between2lu,f_frequent_ok_prn_between2lu,f_frequent_ok_purge_ms_between2lu,f_frequent_ok_sai_between2lu,f_frequent_ok_si_between2lu,f_frequent_ok_sri_between2lu,f_frequent_ok_srism_between2lu,f_frequent_ok_ul_between2lu,f_frequent_ok_ulgprs_between2lu,f_frequent_ok_ussd_between2lu,f_ratio_cl_psi,f_high_activity_5min,f_one_cggt_multi_cdgt_psi
172.16.128.154,2025-05-22 14:22:42,2025-05-22 14:22:42,CGGT_5781,227862283792543,,0,0,0,0,5,1,0,,,4,1,3,2,2,1,1,4,2,3,4,2,3,5,5,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.21,0,
172.16.128.51,2025-05-22 14:22:42,2025-05-22 14:22:42,CGGT_2044,842512011836142,,1,0,0,0,4,2,0,,,5,4,4,2,1,1,2,5,4,4,0,1,3,4,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0.2,0,
172.16.128.154,2025-05-22 14:22:42,2025-05-22 14:22:42,CGGT_3076,665045213720527,,0,1,1,0,1,5,0,,,5,1,1,4,4,4,2,2,3,1,0,4,5,0,4,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0.38,0,
172.16.128.51,2025-05-22 14:22:42,2025-05-22 14:22:42,CGGT_1808,924267168846338,,0,0,0,0,4,4,0,,,2,4,1,1,3,1,4,5,4,4,0,4,5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.94,1,
172.16.128.154,2025-05-22 14:22:42,2025-05-22 14:22:42,CGGT_3696,843486389874486,,0,1,0,1,1,1,0,,,0,0,5,0,0,5,0,0,1,5,1,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1.17,0,
172.16.128.51,2025-05-22 14:22:42,2025-05-22 14:22:42,CGGT_6420,428516022289269,,0,0,0,0,5,5,0,,,3,4,4,0,2,2,2,2,1,3,1,5,3,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2.5,0,
172.16.128.154,2025-05-22 14:22:42,2025-05-22 14:22:42,CGGT_1167,517138200237124,,0,1,1,1,3,3,0,,,2,0,1,1,0,0,0,4,2,2,1,0,0,3,3,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0.98,0,
172.16.128.51,2025-05-22 14:22:42,2025-05-22 14:22:42,CGGT_5448,577092056446980,,0,0,0,0,0,0,0,,,5,2,2,0,3,2,5,4,3,4,0,4,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.6,0,
172.16.128.154,2025-05-22 14:22:42,2025-05-22 14:22:42,CGGT_9940,421573475554986,,1,0,0,0,0,3,0,,,3,5,0,3,5,3,0,4,3,1,5,2,5,2,2,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1.41,0,
172.16.128.51,2025-05-22 14:22:42,2025-05-22 14:22:42,CGGT_4671,154035802721322,,0,0,0,0,3,3,0,,,2,3,1,2,5,1,4,5,0,2,3,1,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,1,
